,converted,lead_number,pg_view_pv,totalvisits,ttime_on_site,lead_source,last_activity,country,specialization,curr_occupation,tags,city,avail_free_copy_1,do_not_email_1,lead_origin_Landing Page Submission,lead_origin_Lead Add Form,lead_origin_Lead Import,lead_origin_Quick Add Form,reason_behind_course_Flexibility & Convenience,reason_behind_course_Other
4945,0,612598,2.5,5.0,327.0,1,5,12,1,4,14,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4946,0,612587,3.0,3.0,93.0,6,10,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4947,1,612578,1.33,4.0,804.0,7,12,12,1,5,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4948,1,612572,1.0,3.0,789.0,3,12,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4949,1,612548,3.0,6.0,1295.0,7,12,12,10,4,14,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4950,0,612546,0.0,0.0,0.0,6,10,12,7,3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4951,0,612542,1.5,3.0,937.0,3,5,12,10,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4952,1,612532,4.5,9.0,234.0,7,12,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4953,0,612511,5.0,5.0,201.0,3,12,12,17,4,26,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4954,0,612509,1.71,11.0,9.0,1,10,29,10,4,26,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4955,1,612484,1.8,9.0,1416.0,3,12,12,7,5,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4956,0,612479,1.5,3.0,334.0,6,5,12,4,4,26,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4957,1,612469,0.0,0.0,0.0,6,12,12,16,5,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4958,0,612466,5.0,5.0,463.0,3,5,12,4,4,14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4959,0,612458,1.0,1.0,397.0,3,1,12,7,5,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4960,1,612428,2.0,6.0,548.0,1,12,12,3,4,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4961,0,612424,2.0,2.0,663.0,3,5,12,7,4,14,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4962,0,612395,2.0,2.0,202.0,3,12,12,18,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4963,1,612345,3.0,3.0,1358.0,3,12,12,0,4,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4964,0,612320,3.0,3.0,219.0,1,5,12,4,4,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4965,1,612304,3.0,3.0,1768.0,3,5,12,12,4,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4966,0,612298,3.0,3.0,261.0,3,12,12,7,4,14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4967,0,612293,2.0,2.0,221.0,3,9,12,7,5,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4968,1,612288,3.0,3.0,1031.0,3,12,12,16,4,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4969,1,612266,3.0,6.0,942.0,3,5,12,8,4,10,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4970,0,612252,0.0,0.0,0.0,6,2,12,9,5,26,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4971,1,612248,6.0,7.0,1522.0,3,12,12,17,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4972,0,612233,0.0,0.0,0.0,6,5,12,4,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4973,1,612231,1.5,3.0,951.0,7,12,12,13,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4974,1,612223,1.86,11.0,1311.0,7,5,12,7,4,19,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4975,0,612180,3.0,3.0,389.0,1,14,25,12,4,21,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4976,0,612162,3.0,3.0,1291.0,7,1,34,7,4,8,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4977,1,612160,6.0,6.0,1047.0,3,12,12,0,4,19,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4978,0,612152,4.0,4.0,1123.0,3,12,12,8,4,14,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4979,1,612148,4.0,4.0,861.0,7,12,12,10,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4980,0,612147,2.0,2.0,197.0,3,5,12,1,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4981,0,612134,6.0,8.0,286.0,7,9,12,12,4,26,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4982,1,612085,3.0,3.0,1774.0,3,5,12,4,4,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4983,1,612074,0.0,0.0,0.0,6,12,12,7,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4984,1,612067,2.33,7.0,1500.0,1,12,12,8,5,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4985,0,612062,5.0,5.0,401.0,3,12,12,4,4,14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4986,0,612050,4.0,4.0,948.0,3,12,12,4,4,26,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4987,0,612047,3.0,3.0,1493.0,3,1,12,10,4,23,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4988,0,612038,2.0,4.0,32.0,1,5,12,10,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4989,0,612027,1.67,5.0,209.0,1,12,12,4,4,24,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4990,1,612022,2.0,2.0,129.0,1,12,12,1,4,19,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4991,0,612020,5.0,5.0,1006.0,1,12,12,2,4,14,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4992,1,612006,6.0,6.0,109.0,1,12,12,3,5,19,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4993,1,612000,0.0,0.0,0.0,6,12,12,18,4,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4994,0,611999,3.0,3.0,1219.0,7,12,12,18,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4995,0,611994,2.0,2.0,1984.0,1,1,12,4,4,14,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4996,0,611960,3.0,3.0,151.0,7,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4997,1,611948,3.0,3.0,370.0,1,12,12,10,5,19,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4998,0,611944,0.0,0.0,0.0,6,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4999,0,611935,4.0,4.0,305.0,3,10,12,9,4,4,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5000,1,611930,2.0,2.0,1651.0,3,12,12,18,4,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5001,0,611920,6.0,7.0,358.0,1,5,12,17,4,8,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5002,0,611910,2.0,4.0,373.0,1,12,12,4,4,14,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5003,0,611906,0.0,0.0,0.0,6,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5004,0,611900,0.0,0.0,0.0,6,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5005,0,611884,4.0,4.0,84.0,3,12,12,1,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5006,0,611873,4.0,4.0,507.0,3,3,12,10,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5007,1,611863,6.0,11.0,1494.0,7,12,12,18,5,19,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5008,0,611849,2.0,2.0,272.0,1,5,12,11,5,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5009,1,611844,5.5,11.0,115.0,3,12,12,7,4,19,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5010,1,611801,6.0,7.0,941.0,7,5,12,1,4,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5011,0,611795,1.5,3.0,71.0,1,12,12,10,4,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5012,1,611790,3.0,3.0,1033.0,3,12,12,0,4,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5013,0,611752,0.0,0.0,0.0,6,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5014,0,611746,1.0,1.0,119.0,6,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5015,1,611733,3.0,3.0,1281.0,1,12,12,4,4,26,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5016,1,611732,0.0,0.0,0.0,6,12,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5017,0,611720,2.33,7.0,90.0,1,10,33,4,4,12,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5018,0,611715,4.0,4.0,43.0,3,12,12,8,4,14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5019,1,611662,1.5,6.0,1957.0,1,12,12,10,5,19,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5020,0,611658,2.5,5.0,1004.0,3,12,12,12,4,14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5021,1,611651,2.0,2.0,1260.0,3,12,12,18,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5022,1,611640,0.0,0.0,0.0,6,12,12,8,5,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5023,0,611599,4.0,4.0,291.0,3,2,12,10,4,26,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5024,0,611595,2.0,2.0,1083.0,1,12,12,12,4,14,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5025,0,611592,2.0,2.0,278.0,7,12,12,18,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5026,1,611589,6.0,11.0,120.0,7,12,12,7,5,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5027,1,611567,2.0,2.0,1496.0,1,12,12,4,5,19,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5028,0,611560,5.0,5.0,527.0,7,12,12,18,4,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5029,0,611558,2.0,2.0,0.0,7,12,12,18,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5030,0,611552,0.0,0.0,0.0,6,12,12,18,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5031,0,611543,1.33,4.0,29.0,7,7,12,2,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5032,1,611536,6.0,10.0,1337.0,7,12,12,4,4,14,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5033,0,611523,3.5,11.0,302.0,7,12,12,5,4,14,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5034,0,611519,4.0,4.0,1589.0,3,5,12,4,4,26,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5035,1,611498,4.0,4.0,384.0,3,12,12,10,4,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5036,1,611478,0.0,0.0,0.0,6,12,12,18,5,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5037,1,611458,4.0,4.0,1524.0,1,3,12,7,4,19,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5038,0,611456,2.5,10.0,1306.0,3,10,12,7,4,12,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5039,0,611447,2.0,2.0,74.0,1,12,12,12,4,24,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5040,0,611444,2.0,2.0,105.0,3,12,12,7,4,14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5041,0,611433,1.33,4.0,109.0,3,1,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5042,1,611410,4.0,4.0,1477.0,1,12,12,0,4,19,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5043,1,611386,5.0,5.0,576.0,3,5,12,4,5,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5044,1,611380,0.0,0.0,0.0,6,12,12,18,4,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5045,0,611379,6.0,9.0,701.0,1,12,12,5,4,25,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5046,0,611369,0.0,0.0,0.0,6,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5047,0,611368,4.0,8.0,108.0,3,10,12,7,4,26,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5048,0,611359,3.0,3.0,465.0,3,12,12,4,4,26,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5049,1,611355,0.0,0.0,0.0,10,5,12,7,4,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5050,1,611351,3.0,3.0,1303.0,3,12,12,0,4,19,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5051,1,611347,0.0,0.0,0.0,10,3,12,4,1,19,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5052,1,611316,0.0,0.0,0.0,6,12,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5053,0,611308,0.0,0.0,0.0,6,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5054,0,611302,4.0,4.0,21.0,1,12,12,1,4,26,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5055,0,611296,0.0,0.0,0.0,6,12,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5056,0,611284,2.0,2.0,415.0,3,12,12,18,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5057,1,611283,3.0,6.0,1202.0,3,10,12,13,4,10,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5058,1,611277,1.0,2.0,1164.0,3,7,12,4,4,26,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5059,0,611262,2.0,4.0,68.0,1,10,12,3,4,26,5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5060,1,611257,0.0,0.0,0.0,6,12,12,18,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5061,1,611251,2.5,5.0,1347.0,3,12,12,10,4,19,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5062,1,611225,2.2589443040755794,3.2206964736899923,1168.0,10,17,12,18,4,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5063,0,611224,2.5,5.0,245.0,7,12,12,7,4,24,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5064,0,611223,0.0,0.0,0.0,6,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5065,0,611217,2.0,2.0,221.0,1,7,12,7,4,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5066,0,611216,6.0,7.0,224.0,1,5,12,12,4,18,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5067,0,611211,2.5,5.0,171.0,7,5,12,7,4,14,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5068,1,611207,2.0,4.0,1298.0,1,12,12,8,4,26,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5069,0,611201,2.0,2.0,333.0,1,12,12,4,4,14,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5070,0,611192,2.0,2.0,288.0,1,12,12,10,4,24,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5071,1,611186,3.0,3.0,1136.0,1,5,12,4,4,19,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5072,0,611185,0.0,0.0,0.0,6,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5073,0,611183,4.0,4.0,135.0,3,12,12,0,4,26,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5074,0,611181,1.33,4.0,1195.0,3,12,12,1,4,24,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5075,0,611153,2.0,2.0,1380.0,1,12,12,1,4,14,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5076,1,611150,0.0,0.0,0.0,6,12,12,18,4,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5077,1,611144,3.5,7.0,945.0,3,12,12,4,4,19,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5078,1,611143,3.5,11.0,558.0,7,10,12,7,4,2,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5079,0,611142,4.0,4.0,504.0,1,5,12,0,4,14,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5080,1,611126,3.0,3.0,1350.0,7,5,35,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5081,0,611118,0.0,0.0,0.0,6,3,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5082,0,611103,0.0,0.0,0.0,6,12,12,18,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5083,0,611101,0.0,0.0,0.0,6,10,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5084,1,611079,5.0,5.0,1557.0,1,12,12,11,4,26,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5085,0,611078,3.0,3.0,18.0,7,12,12,18,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5086,0,611076,0.0,0.0,0.0,6,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5087,1,611072,0.0,0.0,0.0,10,5,12,0,4,19,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5088,0,611068,2.0,2.0,204.0,1,5,15,7,4,14,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5089,1,611064,2.8,11.0,1200.0,7,5,12,12,4,19,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5090,0,611055,1.5,3.0,1288.0,1,12,12,4,4,14,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5091,0,611052,3.0,3.0,242.0,3,12,12,0,4,14,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5092,1,611048,4.0,4.0,849.0,3,12,12,0,4,26,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5093,1,611029,0.0,0.0,0.0,6,12,12,18,3,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5094,0,610994,0.0,0.0,0.0,6,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5095,0,610985,0.0,0.0,0.0,6,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5096,1,610976,3.0,3.0,899.0,3,12,12,18,3,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5097,0,610971,0.0,0.0,0.0,6,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5098,0,610957,0.0,0.0,0.0,6,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5099,0,610956,0.0,0.0,0.0,6,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5100,0,610944,0.0,0.0,0.0,6,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5101,0,610920,0.0,0.0,0.0,6,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5102,0,610904,0.0,0.0,0.0,6,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5103,0,610888,1.5,3.0,120.0,3,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5104,0,610883,2.0,2.0,131.0,1,5,12,16,4,19,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5105,0,610872,1.5,3.0,54.0,6,10,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5106,0,610866,1.5,3.0,446.0,1,5,12,7,4,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5107,0,610865,0.0,0.0,0.0,6,3,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5108,0,610860,0.0,0.0,0.0,6,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5109,0,610833,2.0,2.0,119.0,1,5,12,4,4,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5110,0,610800,2.0,2.0,61.0,7,5,12,18,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5111,0,610784,4.0,4.0,244.0,1,5,12,18,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5112,0,610781,2.0,4.0,545.0,1,10,12,16,4,26,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5113,0,610779,2.0,2.0,547.0,1,10,12,2,4,8,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5114,0,610777,4.0,4.0,113.0,3,12,12,4,4,24,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5115,0,610776,1.0,1.0,384.0,1,1,12,4,4,12,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5116,1,610766,0.0,0.0,0.0,6,5,12,18,4,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5117,0,610757,2.0,2.0,53.0,1,12,12,10,4,14,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5118,0,610749,3.5,7.0,279.0,7,7,12,10,4,14,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5119,0,610744,2.0,2.0,440.0,1,5,12,7,4,6,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5120,1,610717,3.0,3.0,995.0,3,12,12,4,4,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5121,0,610684,2.5,5.0,38.0,1,5,12,13,4,20,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5122,0,610683,1.25,5.0,100.0,1,5,12,4,4,26,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5123,0,610682,0.0,0.0,0.0,6,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5124,0,610672,2.0,2.0,461.0,1,12,12,12,4,14,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5125,0,610671,4.0,4.0,119.0,1,5,12,2,4,26,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5126,0,610663,2.0,2.0,1324.0,3,12,12,11,4,14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5127,1,610662,4.0,4.0,981.0,3,5,12,8,4,19,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5128,0,610661,2.0,2.0,225.0,3,12,12,1,4,14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5129,0,610651,2.4,11.0,247.0,1,3,12,18,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5130,0,610648,0.0,0.0,0.0,6,2,12,18,4,26,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5131,1,610615,1.5,3.0,1321.0,1,5,33,16,4,2,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5132,0,610601,1.5,6.0,178.0,7,10,12,12,4,14,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5133,0,610590,0.0,0.0,0.0,6,2,12,18,4,26,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5134,0,610582,6.0,7.0,1147.0,1,5,12,16,4,14,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5135,1,610574,4.0,4.0,1563.0,3,12,12,18,4,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5136,0,610568,1.0,1.0,16.0,3,1,12,18,4,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5137,1,610562,2.0,2.0,1152.0,1,12,12,4,5,19,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5138,0,610550,0.0,0.0,0.0,6,12,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5139,0,610525,3.0,6.0,457.0,3,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5140,0,610523,1.67,5.0,12.0,3,9,12,7,4,4,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5141,1,610511,0.0,0.0,0.0,10,5,12,18,4,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5142,1,610510,2.0,2.0,291.0,3,12,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5143,0,610499,2.0,4.0,60.0,3,5,12,7,4,26,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5144,0,610490,4.0,4.0,127.0,7,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5145,1,610485,3.0,3.0,922.0,3,12,12,16,4,19,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5146,1,610473,3.0,3.0,1089.0,1,12,12,7,4,19,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5147,0,610472,6.0,11.0,262.0,7,10,12,14,4,14,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5148,1,610461,0.0,0.0,0.0,6,5,12,18,4,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5149,0,610458,1.5,3.0,273.0,3,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5150,0,610456,2.0,2.0,10.0,3,12,12,18,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5151,0,610453,4.0,4.0,15.0,1,5,12,1,4,26,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5152,0,610441,1.0,1.0,343.0,1,1,12,16,4,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
