,lead_number,lead_origin,lead_source,do_not_email,converted,totalvisits,ttime_on_site,pg_view_pv,last_activity,country,specialization,curr_occupation,reason_behind_course,tags,city,avail_free_copy
4072,620905,API,Google,0,0,2.0,115.0,2.0,Email Opened,India,,Unemployed,Better Career Prospects,Graduation in progress,Mumbai,0
4073,620900,Landing Page Submission,Direct Traffic,0,0,8.0,149.0,6.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,,Mumbai,1
4074,620883,API,Olark Chat,0,0,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
4075,620874,API,Organic Search,0,0,8.0,789.0,6.0,Email Opened,United Arab Emirates,,Unemployed,Better Career Prospects,,Mumbai,0
4076,620832,Landing Page Submission,Direct Traffic,0,0,2.0,1478.0,2.0,Email Opened,India,International Business,Unemployed,Better Career Prospects,switched off,Tier II Cities,1
4077,620813,Landing Page Submission,Direct Traffic,0,0,2.0,323.0,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,Ringing,Mumbai,1
4078,620807,Landing Page Submission,Direct Traffic,0,0,4.0,1017.0,4.0,Email Link Clicked,India,Supply Chain Management,Unemployed,Better Career Prospects,Diploma holder (Not Eligible),Mumbai,1
4079,620794,Landing Page Submission,Direct Traffic,0,0,4.0,1458.0,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,,Mumbai,0
4080,620792,Landing Page Submission,Google,0,1,3.0,1350.0,3.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,,Thane & Outskirts,0
4081,620783,Landing Page Submission,Direct Traffic,0,1,2.0,857.0,2.0,SMS Sent,India,Marketing Management,Working Professional,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,1
4082,620773,Landing Page Submission,Direct Traffic,0,0,1.0,295.0,1.0,Converted to Lead,India,Human Resource Management,Unemployed,Better Career Prospects,Already a student,Mumbai,0
4083,620768,Landing Page Submission,Direct Traffic,0,0,2.0,335.0,2.0,Page Visited on Website,India,Operations Management,Unemployed,Better Career Prospects,Interested  in full time MBA,Mumbai,1
4084,620751,Landing Page Submission,Direct Traffic,0,0,8.0,362.0,2.67,Email Opened,India,Marketing Management,Other,Better Career Prospects,Already a student,Mumbai,0
4085,620733,Landing Page Submission,Direct Traffic,0,0,3.0,69.0,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,,Mumbai,1
4086,620731,Landing Page Submission,Direct Traffic,0,1,2.0,9.0,2.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
4087,620705,Landing Page Submission,Google,0,1,7.0,964.0,3.5,Email Opened,India,International Business,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
4088,620704,Landing Page Submission,Google,0,1,5.0,1205.0,5.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4089,620699,Landing Page Submission,Google,0,0,1.0,52.0,1.0,Converted to Lead,India,Marketing Management,Unemployed,Better Career Prospects,,Mumbai,0
4090,620695,Landing Page Submission,Direct Traffic,0,0,3.0,167.0,3.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,Ringing,Other Metro Cities,1
4091,620677,API,Google,0,1,3.0,1390.0,3.0,Email Link Clicked,India,,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0
4092,620667,Landing Page Submission,Direct Traffic,1,0,1.0,238.0,1.0,Email Bounced,India,Operations Management,Unemployed,Better Career Prospects,,Other Metro Cities,1
4093,620641,Landing Page Submission,Direct Traffic,1,0,1.0,1372.0,1.0,Email Bounced,India,,Student,Better Career Prospects,,Thane & Outskirts,0
4094,620639,Landing Page Submission,Direct Traffic,0,0,1.0,518.0,1.0,Converted to Lead,India,,Student,Better Career Prospects,,Other Metro Cities,0
4095,620635,Landing Page Submission,Direct Traffic,1,0,1.0,328.0,1.0,Email Bounced,India,,Student,Better Career Prospects,Not doing further education,Other Cities of Maharashtra,0
4096,620633,Landing Page Submission,Direct Traffic,1,0,1.0,496.0,1.0,Email Bounced,India,,Student,Better Career Prospects,,Mumbai,0
4097,620632,Landing Page Submission,Direct Traffic,1,0,1.0,97.0,1.0,Email Bounced,India,,Student,Better Career Prospects,,Mumbai,0
4098,620629,Landing Page Submission,Direct Traffic,1,0,1.0,120.0,1.0,Email Bounced,India,,Student,Better Career Prospects,,Other Cities of Maharashtra,0
4099,620628,Landing Page Submission,Direct Traffic,0,0,1.0,526.0,1.0,Converted to Lead,India,,Student,Better Career Prospects,,Other Cities of Maharashtra,0
4100,620627,Landing Page Submission,Direct Traffic,1,0,1.0,233.0,1.0,Email Bounced,India,,Student,Better Career Prospects,Not doing further education,Mumbai,0
4101,620626,Landing Page Submission,Direct Traffic,1,0,1.0,192.0,1.0,Email Bounced,India,,Student,Better Career Prospects,,Other Cities,0
4102,620624,API,Google,0,0,3.0,63.0,3.0,Email Opened,India,,Unemployed,Better Career Prospects,switched off,Mumbai,0
4103,620608,Landing Page Submission,Direct Traffic,1,0,1.0,784.0,1.0,Email Bounced,India,,Student,Better Career Prospects,,Other Cities of Maharashtra,0
4104,620607,Landing Page Submission,Direct Traffic,0,0,2.0,75.0,2.0,View in browser link Clicked,India,,Working Professional,Better Career Prospects,,Mumbai,0
4105,620605,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
4106,620588,Landing Page Submission,Google,0,0,2.0,461.0,2.0,Form Submitted on Website,India,Finance Management,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4107,620563,API,Google,0,0,8.0,89.0,2.67,View in browser link Clicked,India,Finance Management,Unemployed,Better Career Prospects,Already a student,Other Cities of Maharashtra,1
4108,620553,Landing Page Submission,Google,0,0,3.0,22.0,3.0,Form Submitted on Website,India,Finance Management,Unemployed,Better Career Prospects,,Other Cities,0
4109,620550,API,Google,0,0,6.0,154.0,6.0,Converted to Lead,India,,Unemployed,Better Career Prospects,,Mumbai,0
4110,620543,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
4111,620522,Landing Page Submission,Direct Traffic,1,0,3.0,1685.0,1.5,Page Visited on Website,India,,Student,Better Career Prospects,,Mumbai,0
4112,620517,API,Olark Chat,0,1,0.0,0.0,0.0,SMS Sent,India,Human Resource Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
4113,620507,Landing Page Submission,Direct Traffic,0,1,3.0,321.0,3.0,Email Opened,United Arab Emirates,Marketing Management,Unemployed,Better Career Prospects,,Other Cities,1
4114,620505,Landing Page Submission,Direct Traffic,0,1,3.0,1820.0,3.0,Page Visited on Website,India,Marketing Management,Unemployed,Better Career Prospects,Busy,Mumbai,1
4115,620504,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
4116,620501,Landing Page Submission,Google,0,1,3.0,924.0,3.0,Email Opened,India,Marketing Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
4117,620493,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
4118,620476,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
4119,620474,API,Olark Chat,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
4120,620468,Landing Page Submission,Google,0,0,3.0,210.0,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Ringing,Other Cities,0
4121,620463,API,Organic Search,0,0,4.0,1434.0,4.0,Converted to Lead,India,,Unemployed,Better Career Prospects,,Mumbai,0
4122,620456,API,Google,0,0,1.0,339.0,1.0,Converted to Lead,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
4123,620454,Lead Add Form,Reference,0,1,6.0,1812.0,2.0,Page Visited on Website,India,Marketing Management,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,1
4124,620439,Landing Page Submission,Direct Traffic,0,0,2.0,350.0,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,,Thane & Outskirts,0
4125,620429,Landing Page Submission,Direct Traffic,0,1,11.0,1505.0,3.67,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,1
4126,620420,Landing Page Submission,Google,0,1,8.0,787.0,4.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,,Mumbai,0
4127,620414,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
4128,620405,Landing Page Submission,Direct Traffic,0,0,8.0,306.0,6.0,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,Ringing,Other Cities,1
4129,620391,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
4130,620385,Landing Page Submission,Google,0,0,6.0,1049.0,2.0,Email Opened,India,Hospitality Management,Unemployed,Better Career Prospects,,Mumbai,0
4131,620376,API,Google,0,1,2.0,683.0,2.0,SMS Sent,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4132,620372,Landing Page Submission,Direct Traffic,0,1,6.0,1703.0,6.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
4133,620363,Landing Page Submission,Direct Traffic,0,1,2.0,964.0,2.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,,Mumbai,1
4134,620326,API,Direct Traffic,0,1,11.0,1482.0,1.23,Page Visited on Website,India,,Unemployed,Better Career Prospects,,Mumbai,0
4135,620304,Landing Page Submission,Direct Traffic,0,1,5.0,264.0,5.0,Email Opened,India,Finance Management,Working Professional,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,1
4136,620285,API,Google,0,0,4.0,429.0,2.0,Page Visited on Website,India,,Unemployed,Better Career Prospects,,Mumbai,0
4137,620278,Landing Page Submission,Google,0,1,6.0,1049.0,3.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4138,620276,Landing Page Submission,Direct Traffic,0,0,4.0,363.0,4.0,Converted to Lead,India,Finance Management,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4139,620274,API,Google,0,1,3.0,1177.0,3.0,SMS Sent,India,Finance Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
4140,620273,Landing Page Submission,Google,0,1,5.0,140.0,5.0,SMS Sent,India,E-COMMERCE,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4141,620260,API,Olark Chat,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
4142,620255,Landing Page Submission,Google,0,0,7.0,115.0,3.5,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,switched off,Mumbai,0
4143,620226,API,Google,0,0,1.0,82.0,1.0,Converted to Lead,India,Human Resource Management,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
4144,620223,Lead Add Form,Reference,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4145,620221,Landing Page Submission,Google,0,0,5.0,1096.0,2.5,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
4146,620220,API,Organic Search,1,0,1.0,117.0,1.0,Email Bounced,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
4147,620216,Landing Page Submission,Google,0,1,4.0,549.0,4.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,,Mumbai,0
4148,620193,Landing Page Submission,Google,0,0,5.0,588.0,5.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,,Thane & Outskirts,0
4149,620189,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Email Opened,India,Healthcare Management,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0
4150,620185,API,Google,0,1,9.0,351.0,4.5,Email Opened,India,International Business,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,0
4151,620179,Landing Page Submission,Google,0,1,6.0,1212.0,3.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,1
4152,620177,API,Olark Chat,0,0,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4153,620170,Landing Page Submission,Direct Traffic,0,0,1.0,199.0,1.0,Converted to Lead,India,Marketing Management,Student,Better Career Prospects,Already a student,Mumbai,1
4154,620157,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4155,620155,Landing Page Submission,Google,0,1,4.0,1387.0,4.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4156,620147,API,Google,0,0,3.0,51.0,1.5,Email Opened,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
4157,620137,Landing Page Submission,Google,1,1,4.0,1674.0,4.0,Unsubscribed,India,Finance Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
4158,620115,Landing Page Submission,Google,0,1,4.0,158.0,4.0,Email Opened,India,International Business,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4159,620113,Landing Page Submission,Direct Traffic,0,0,4.0,162.0,4.0,Olark Chat Conversation,India,Human Resource Management,Unemployed,Better Career Prospects,Interested in other courses,Other Cities of Maharashtra,1
4160,620110,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
4161,620064,Landing Page Submission,Google,0,0,3.0,388.0,3.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,,Mumbai,0
4162,620055,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,opp hangup,Mumbai,0
4163,620028,API,Olark Chat,1,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4164,619985,Landing Page Submission,Organic Search,0,0,3.0,452.0,3.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,Busy,Mumbai,1
4165,619952,API,Google,0,1,2.0,464.0,2.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
4166,619930,API,Olark Chat,0,1,0.0,0.0,0.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,Busy,Mumbai,0
4167,619919,Landing Page Submission,Organic Search,0,0,5.0,1059.0,5.0,SMS Sent,United States,Business Administration,Unemployed,Better Career Prospects,switched off,Other Cities,1
4168,619902,Landing Page Submission,Google,0,1,3.0,449.0,3.0,SMS Sent,India,Operations Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
4169,619901,Landing Page Submission,Direct Traffic,0,0,3.0,34.0,1.5,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,,Other Metro Cities,1
4170,619894,Landing Page Submission,Direct Traffic,0,1,4.0,929.0,4.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,1
4171,619890,Landing Page Submission,Direct Traffic,0,1,6.0,78.0,6.0,Page Visited on Website,India,Travel and Tourism,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,1
4172,619884,Landing Page Submission,Google,0,0,6.0,1217.0,6.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,Ringing,Other Cities,0
4173,619870,Landing Page Submission,Direct Traffic,0,1,2.0,688.0,2.0,SMS Sent,India,Operations Management,Working Professional,Better Career Prospects,Will revert after reading the email,Other Metro Cities,0
4174,619857,Landing Page Submission,Direct Traffic,0,1,3.0,718.0,1.5,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,,Other Cities of Maharashtra,1
4175,619846,Landing Page Submission,Direct Traffic,0,0,4.0,348.0,4.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,Ringing,Other Cities of Maharashtra,1
4176,619821,Landing Page Submission,Direct Traffic,0,0,3.0,500.0,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Ringing,Mumbai,1
4177,619819,Landing Page Submission,Direct Traffic,0,0,6.0,9.0,6.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Ringing,Mumbai,1
4178,619799,API,Olark Chat,0,0,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4179,619793,Landing Page Submission,Direct Traffic,0,1,7.0,1008.0,3.5,SMS Sent,India,"Banking, Investment And Insurance",Working Professional,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,1
4180,619786,Landing Page Submission,Direct Traffic,0,1,2.0,1436.0,2.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,,Thane & Outskirts,1
4181,619784,Landing Page Submission,Direct Traffic,0,1,3.0,700.0,3.0,SMS Sent,India,E-COMMERCE,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
4182,619766,Landing Page Submission,Direct Traffic,0,0,2.0,516.0,2.0,Converted to Lead,India,Finance Management,Working Professional,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,1
4183,619761,API,Organic Search,0,0,3.0,112.0,3.0,SMS Sent,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4184,619683,API,Olark Chat,0,0,0.0,0.0,0.0,Email Link Clicked,India,Marketing Management,Unemployed,Better Career Prospects,wrong number given,Mumbai,0
4185,619676,Landing Page Submission,Direct Traffic,0,1,8.0,489.0,6.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
4186,619673,API,Olark Chat,0,0,0.0,0.0,0.0,Email Link Clicked,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4187,619649,Landing Page Submission,Google,0,1,4.0,765.0,4.0,SMS Sent,India,Finance Management,Working Professional,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,0
4188,619646,API,Organic Search,0,0,4.0,1280.0,2.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
4189,619629,API,Olark Chat,0,0,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,switched off,Mumbai,0
4190,619626,Landing Page Submission,Direct Traffic,0,0,1.0,303.0,1.0,Converted to Lead,India,Supply Chain Management,Unemployed,Better Career Prospects,,Mumbai,1
4191,619624,Landing Page Submission,Direct Traffic,0,1,3.0,1643.0,3.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,Lost to EINS,Mumbai,1
4192,619603,Landing Page Submission,Google,0,0,2.0,315.0,2.0,Converted to Lead,India,Human Resource Management,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
4193,619580,API,Google,0,0,4.0,29.0,2.0,Email Opened,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4194,619569,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Closed by Horizzon,Other Metro Cities,0
4195,619567,API,Google,0,1,6.0,151.0,1.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
4196,619558,Landing Page Submission,Direct Traffic,0,0,9.0,234.0,1.8,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,wrong number given,Mumbai,0
4197,619556,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Unreachable,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4198,619550,Landing Page Submission,Direct Traffic,0,1,3.0,835.0,3.0,Email Opened,India,Human Resource Management,Working Professional,Better Career Prospects,Will revert after reading the email,Other Cities,1
4199,619538,API,Google,0,0,6.0,317.0,6.0,Form Submitted on Website,India,Marketing Management,Unemployed,Better Career Prospects,,Mumbai,1
4200,619537,Landing Page Submission,Google,0,1,6.0,1400.0,2.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,0
4201,619534,API,Organic Search,0,0,6.0,124.0,6.0,Email Opened,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4202,619533,API,Google,0,0,3.0,242.0,1.5,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
4203,619527,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
4204,619524,API,Organic Search,0,1,7.0,68.0,6.0,Email Opened,India,Marketing Management,Businessman,Better Career Prospects,,Other Cities,0
4205,619523,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
4206,619515,Landing Page Submission,Direct Traffic,0,0,5.0,1515.0,2.5,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,Already a student,Thane & Outskirts,1
4207,619506,API,Olark Chat,1,0,0.0,0.0,0.0,Email Bounced,India,,Unemployed,Better Career Prospects,,Mumbai,0
4208,619503,Landing Page Submission,Google,0,1,3.0,1160.0,3.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
4209,619500,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
4210,619497,Landing Page Submission,Google,0,1,4.0,409.0,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4211,619490,Landing Page Submission,Google,0,1,4.0,395.0,4.0,SMS Sent,India,International Business,Unemployed,Better Career Prospects,,Other Cities,1
4212,619487,API,Organic Search,0,1,8.0,1138.0,2.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
4213,619486,API,Google,0,1,6.0,1352.0,2.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
4214,619478,API,Olark Chat,0,0,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
4215,619446,API,Google,1,0,5.0,1132.0,1.25,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
4216,619437,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Email Opened,India,E-COMMERCE,Student,Better Career Prospects,Closed by Horizzon,Mumbai,0
4217,619428,API,Olark Chat,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
4218,619425,Lead Add Form,Click2call,0,1,0.0,0.0,0.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4219,619421,Landing Page Submission,Organic Search,0,0,7.0,97.0,6.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,,Mumbai,1
4220,619413,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Not doing further education,Mumbai,0
4221,619408,API,Organic Search,0,1,2.0,1302.0,1.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
4222,619402,API,Google,0,0,3.0,1562.0,1.0,Page Visited on Website,India,,Unemployed,Better Career Prospects,,Mumbai,0
4223,619391,Lead Add Form,Reference,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4224,619366,Landing Page Submission,Google,0,1,3.0,1039.0,1.5,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,Busy,Mumbai,1
4225,619325,Landing Page Submission,Direct Traffic,0,0,9.0,176.0,3.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,Diploma holder (Not Eligible),Mumbai,0
4226,619321,Landing Page Submission,Direct Traffic,0,0,4.0,590.0,4.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,Ringing,Other Metro Cities,1
4227,619314,Landing Page Submission,Direct Traffic,0,1,4.0,52.0,4.0,Email Opened,India,Marketing Management,Working Professional,Better Career Prospects,Closed by Horizzon,Other Cities,1
4228,619310,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
4229,619292,API,Google,0,0,2.0,533.0,2.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
4230,619291,Lead Add Form,Click2call,0,1,2.0,928.0,2.0,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
4231,619285,Landing Page Submission,Google,0,0,2.0,49.0,2.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,Busy,Mumbai,0
4232,619276,Landing Page Submission,Direct Traffic,0,1,3.0,1552.0,3.0,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,Ringing,Tier II Cities,1
4233,619272,API,Olark Chat,1,1,0.0,0.0,0.0,SMS Sent,India,Finance Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
4234,619271,Landing Page Submission,Google,0,0,4.0,111.0,4.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,,Mumbai,1
4235,619268,API,Google,0,0,2.0,305.0,2.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
4236,619261,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
4237,619260,API,Google,0,0,2.0,66.0,2.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
4238,619246,Landing Page Submission,Google,0,1,3.0,304.0,3.0,SMS Sent,India,Operations Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
4239,619240,Landing Page Submission,Direct Traffic,0,1,10.0,1619.0,3.33,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,1
4240,619234,Landing Page Submission,Google,0,1,5.0,950.0,5.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,,Mumbai,0
4241,619228,Lead Add Form,Reference,0,1,0.0,0.0,0.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
4242,619225,Landing Page Submission,Organic Search,1,1,11.0,1146.0,2.71,Page Visited on Website,India,Rural and Agribusiness,Working Professional,Better Career Prospects,Will revert after reading the email,Other Cities,1
4243,619210,Landing Page Submission,Organic Search,0,0,9.0,1063.0,3.0,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,switched off,Mumbai,1
4244,619196,Lead Add Form,Reference,0,1,3.2206964736899923,1427.0,2.2589443040755794,Email Opened,India,,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0
4245,619195,Landing Page Submission,Organic Search,0,1,8.0,1408.0,4.0,Email Opened,India,Hospitality Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,1
4246,619183,Landing Page Submission,Google,0,0,5.0,176.0,1.25,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,Ringing,Mumbai,1
4247,619182,Landing Page Submission,Direct Traffic,0,0,3.0,230.0,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,,Mumbai,0
4248,619176,API,Google,0,0,3.0,91.0,1.5,Converted to Lead,India,,Unemployed,Better Career Prospects,,Mumbai,0
4249,619174,Landing Page Submission,Google,1,0,7.0,23.0,6.0,Page Visited on Website,India,Retail Management,Unemployed,Better Career Prospects,,Mumbai,0
